"study","dataset","variable","label","label_de","concept","questionnaire","question","item","description","description_de"
"twinlife","ZA6701_person_v3-0-0","pas0207f","parenting style father: yells when child misbehaves (age < 10)","Erziehungsstil Vater: schreit bei Fehlverhalten (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200f",8,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0207g","parenting style stepfather: yells when child misbehaves (age < 10)","Erziehungsstil Stiefvater: schreit bei Fehlverhalten (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200g",8,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0207m","parenting style mother: yells when child misbehaves (age < 10)","Erziehungsstil Mutter: schreit bei Fehlverhalten (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200m",8,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0207n","parenting style stepmother: yells when child misbehaves (age < 10)","Erziehungsstil Stiefmutter: schreit bei Fehlverhalten (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200n",8,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0208f","parenting style father: gets angry and scolds child (age < 10)","Erziehungsstil Vater: beschimpft in der Wut (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200f",9,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0208g","parenting style stepfather: gets angry and scolds child (age < 10)","Erziehungsstil Stiefvater: beschimpft in der Wut (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200g",9,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0208m","parenting style mother: gets angry and scolds  (age < 10)","Erziehungsstil Mutter: beschimpft in der Wut (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200m",9,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0208n","parenting style stepmother: gets angry and scolds (age < 10)","Erziehungsstil Stiefmutter: beschimpft in der Wut (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200n",9,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0209f","parenting style father: child talks to father about new friends  (age < 10)","Erziehungsstil Vater: unterhaelt sich ueber neue Freunde (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200f",10,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0209g","parenting style stepfather: child talks to father about new friends  (age < 10)","Erziehungsstil Stiefvater: unterhaelt sich ueber neue Freunde (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200g",10,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0209m","parenting style mother: talks about new friends (age < 10)","Erziehungsstil Mutter: unterhaelt sich ueber neue Freunde (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200m",10,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0209n","parenting style stepmother: talks about new friends (age < 10)","Erziehungsstil Stiefmutter: unterhaelt sich ueber neue Freunde (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200n",10,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0210f","parenting style father: gets to know new friends (age < 10)","Erziehungsstil Vater: lernt neue Freunde beizeiten kennen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200f",11,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0210g","parenting style stepfather: gets to know new friends (age < 10)","Erziehungsstil Stiefvater: lernt neue Freunde beizeiten kennen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200g",11,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0210m","parenting style mother: gets to know new friends soon (age < 10)","Erziehungsstil Mutter: lernt neue Freunde beizeiten kennen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200m",11,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0210n","parenting style stepmother: gets to know new friends (age < 10)","Erziehungsstil Stiefmutter: lernt neue Freunde beizeiten kennen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200n",11,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0211f","parenting style father: makes empty threats of punishment (age < 10)","Erziehungsstil Vater: droht inkonsequent mit Strafen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200f",12,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0211g","parenting style stepfather: makes empty threats of punishment (age < 10)","Erziehungsstil Stiefvater: droht inkonsequent mit Strafen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200g",12,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0211m","parenting style mother: makes empty threats of punishment (age < 10)","Erziehungsstil Mutter: droht inkonsequent mit Strafen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200m",12,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0211n","parenting style stepmother: makes empty threats of punishment (age < 10)","Erziehungsstil Stiefmutter: droht inkonsequent mit Strafen (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200n",12,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0212f","parenting style father: inconsistent (age < 10)","Erziehungsstil Vater: inkonsequent (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200f",13,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0212g","parenting style stepfather: inconsistent (age < 10)","Erziehungsstil Stiefvater: inkonsequent (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200g",13,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0212m","parenting style mother: inconsistent (age < 10)","Erziehungsstil Mutter: inkonsequent (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200m",13,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","pas0212n","parenting style stepmother: inconsistent (age < 10)","Erziehungsstil Stiefmutter: inkonsequent (Alter < 10)",,"twinlife-2014-F2F_Modul3_Basismodul","pas0200n",13,"Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3. ; http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Manuals/Scales_Manual_en_pairfam_3.0.pdf","Schmahl, F., Wilhelm, B., Friedrich, S., Wendt, E.-V., Thönnissen, C., & Walper, S. (2012). Scales Manual of the German Family Panel. Wave 1 to 3."
"twinlife","ZA6701_person_v3-0-0","per0100","personality: thorough","Persoenlichkeit: gruendlich",,"twinlife-2014-F2F_Modul4_CASI","per0100",1,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0101","personality: communicative","Persoenlichkeit: kommunikativ",,"twinlife-2014-F2F_Modul4_CASI","per0100",2,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0102","personality: rude","Persoenlichkeit: grob",,"twinlife-2014-F2F_Modul4_CASI","per0100",3,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0103","personality: creative","Persoenlichkeit: originell",,"twinlife-2014-F2F_Modul4_CASI","per0100",4,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0104","personality: anxious","Persoenlichkeit: oft besorgt",,"twinlife-2014-F2F_Modul4_CASI","per0100",5,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0105","personality: forgiving","Persoenlichkeit: kann verzeihen",,"twinlife-2014-F2F_Modul4_CASI","per0100",6,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0106","personality: lazy","Persoenlichkeit: faul",,"twinlife-2014-F2F_Modul4_CASI","per0100",7,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0107","personality: sociable","Persoenlichkeit: gesellig",,"twinlife-2014-F2F_Modul4_CASI","per0100",8,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0108","personality: interested in the arts","Persoenlichkeit: kuenstlerisch interessiert",,"twinlife-2014-F2F_Modul4_CASI","per0100",9,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0109","personality: slightly nervous","Persoenlichkeit: leicht nervoes",,"twinlife-2014-F2F_Modul4_CASI","per0100",10,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0110","personality: efficient","Persoenlichkeit: effizient",,"twinlife-2014-F2F_Modul4_CASI","per0100",11,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0111","personality: reserved","Persoenlichkeit: zurueckhaltend",,"twinlife-2014-F2F_Modul4_CASI","per0100",12,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0112","personality: thoughtful","Persoenlichkeit: ruecksichtsvoll",,"twinlife-2014-F2F_Modul4_CASI","per0100",13,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0113","personality: lively imagination","Persoenlichkeit: mit lebhafter Phantasie",,"twinlife-2014-F2F_Modul4_CASI","per0100",14,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0114","personality: relaxed","Persoenlichkeit: entspannt",,"twinlife-2014-F2F_Modul4_CASI","per0100",15,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0115","personality: eager for knowledge","Persoenlichkeit: wissbegierig",,"twinlife-2014-F2F_Modul4_CASI","per0100",16,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0116","personality: carefree","Persoenlichkeit: unbekuemmert",,"twinlife-2014-F2F_Modul4_CASI","per0100",17,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014.","TNS Infratest Sozialforschung. 2014. SOEP 2014 – Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP. ; http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf"
"twinlife","ZA6701_person_v3-0-0","per0200","willingness to take risks","Risikobereitschaft",,"twinlife-2014-F2F_Modul4_CASI","per0200",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0200s","willigness to take risks sibling","Risikobereitschaft Geschwister",,"twinlife-2014-F2F_Modul7_EueK","per0200s",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0200t","willigness to take risks twin 1","Risikobereitschaft Zwilling 1",,"twinlife-2014-F2F_Modul7_EueK","per0200t",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
"twinlife","ZA6701_person_v3-0-0","per0200u","willigness to take risks twin 2","Risikobereitschaft Zwilling 2",,"twinlife-2014-F2F_Modul7_EueK","per0200u",,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2008. ; http://dx.doi.org/10.2378/peu2014.art22d","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2008.  ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.85359.de/personen_2008.pdf"
