"study","questionnaire","answer_list","value","label","label_de"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_08",8,"8","8"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_08",9,"9","9"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_08",10,"10: needs more time to understand","10: braucht mehr Zeit"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",0,"0: fearful","0: aengstlich"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",1,"1","1"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",5,"5","5"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",6,"6","6"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",7,"7","7"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",8,"8","8"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",9,"9","9"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl11_09",10,"10: brave","10: unaengstlich"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl3",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl3",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl3",1,"1: doesn't apply","1: nicht zutreffend"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl3",2,"2: partly applies","2: teilweise zutreffend"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl3",3,"3: applies completely","3: eindeutig zutreffend"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",1,"1: doesn't apply at all","1: trifft gar nicht zu"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",2,"2: doesn't apply","2: trifft nicht zu"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",3,"3: nor","3: weder noch"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",4,"4: applies","4: trifft zu"
"twinlife","twinlife-2014-F2F_Modul7_EueK","apl5_3",5,"5: applies completely","5: trifft genau zu"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",1,"1: a lot worse","1: viel schlechter"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",2,"2: a bit worse","2: etwas schlechter"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",3,"3: equally good","3: genauso gut"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",4,"4: a bit better","4: etwas besser"
"twinlife","twinlife-2014-F2F_Modul7_EueK","com",5,"5: a lot better","5: viel besser"
"twinlife","twinlife-2014-F2F_Modul7_EueK","dia50",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","dia50",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","dia50",99,"99: [name of child] is still ill","99: [Name des Kindes] leidet immer noch an der Erkrankung"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre4",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre4",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre4",1,"1: every week","1: jede Woche"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre4",2,"2: every month","2: jeden Monat"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre4",3,"3: less than once a month","3: seltener als 1-mal im Monat"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre4",4,"4: never","4: nie"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",1,"1: never","1: nie"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",2,"2: one or more times a year","2: ein- oder mehrmals im Jahr"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",3,"3: about once a month","3: etwa 1-mal im Monat"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",4,"4: about once a week","4: etwa 1-mal in der Woche"
"twinlife","twinlife-2014-F2F_Modul7_EueK","fre5_3",5,"5: (almost) every day","5: (fast) jeden Tag"
"twinlife","twinlife-2014-F2F_Modul7_EueK","gre0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","gre0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","gre0100",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul7_EueK","gre0100",1,"1: still alive","1: lebt noch"
"twinlife","twinlife-2014-F2F_Modul7_EueK","gre0100",2,"2: deceased","2: bereits verstorben"
"twinlife","twinlife-2014-F2F_Modul7_EueK","gre0100",97,"97: doesn't apply (explicit response)","97: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",1,"1: not at all","1: gar nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",2,"2: only very slightly","2: sehr leicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",3,"3: slightly","3: leicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",4,"4: moderately","4: maessig"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",5,"5: strongly","5: stark"
"twinlife","twinlife-2014-F2F_Modul7_EueK","imp0100",6,"6: very strongly","6: sehr stark"
"twinlife","twinlife-2014-F2F_Modul7_EueK","med0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","med0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","med0100",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul7_EueK","med0100",99,"99: doesn't apply (explicit response)","99: trifft nicht zu (explizite Auskunft)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",1,"1: Germany (FRG)","1: Deutschland (Bundesrepublik)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",2,"2: Germany (GDR)","2: Deutschland (ehemalige DDR)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",3,"3: Turkey","3: Tuerkei"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",4,"4: Russian Federation","4: Russische Foederation"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",5,"5: Poland","5: Polen"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",6,"6: Italia","6: Italien"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",7,"7: Serbia","7: Serbien"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",8,"8: Croatia","8: Kroatien"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",9,"9: Greece","9: Griechenland"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",10,"10: Romania","10: Rumaenien"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",11,"11: Kazakstan","11: Kasachstan"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",12,"12: Bosnia-Herzegovina","12: Bosnien-Herzegowina"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",13,"13: Spain","13: Spanien"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig",14,"14: in another country, namely","14: in einem anderen Land, und zwar"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0700",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0700",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0700",1,"1: permanent residence permit","1: unbefristete Aufenthaltserlaubnis"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0700",2,"2: temporary residence permit","2: befristete Aufenthaltserlaubnis"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0700",3,"3: suspension of deportation (Duldung)","3: Duldung"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0700",4,"4: other, namely","4: sonstiges, und zwar"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",1,"1: only German","1: ausschliesslich Deutsch"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",2,"2: mainly German","2: ueberwiegend Deutsch"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",3,"3: some of both, another language in addition to German (please specify):","3: teils/teils, neben Deutsch noch eine andere Sprache, und zwar"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",4,"4: mainly another language (please specify):","4: ueberwiegend eine andere Sprache, und zwar"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mig0800",5,"5: exclusively another language (please specify):","5: ausschliesslich eine andere Sprache, und zwar"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mn",0,"0: not mentioned","0: nicht genannt"
"twinlife","twinlife-2014-F2F_Modul7_EueK","mn",1,"1: mentioned","1: genannt"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",0,"0: completely unwilling to take risks","0: gar nicht risikobereit"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",1,"1","1"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",5,"5","5"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",6,"6","6"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",7,"7","7"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",8,"8","8"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",9,"9","9"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0200",10,"10: very willing to take risks","10: sehr risikobereit"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",0,"0: very impatient","0: sehr ungeduldig"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",1,"1","1"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",5,"5","5"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",6,"6","6"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",7,"7","7"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",8,"8","8"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",9,"9","9"
"twinlife","twinlife-2014-F2F_Modul7_EueK","per0300",10,"10: very patient","10: sehr geduldig"
"twinlife","twinlife-2014-F2F_Modul7_EueK","poc0100",1,"1: mother","1: Mutter"
"twinlife","twinlife-2014-F2F_Modul7_EueK","poc0100",2,"2: father","2: Vater"
"twinlife","twinlife-2014-F2F_Modul7_EueK","poc0100",3,"3: step father (partner of the mother)","3: Stiefvater (Partner/in der Mutter)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","poc0100",4,"4: step mother (partner of the father)","4: Stiefmutter (Partner/in des Vaters)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","sex",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","sex",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","sex",1,"1: male","1: maennlich"
"twinlife","twinlife-2014-F2F_Modul7_EueK","sex",2,"2: female","2: weiblich"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",1,"1: excellent","1: ausgezeichnet"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",2,"2: very good","2: sehr gut"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",3,"3: good","3: gut"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",4,"4: moderate","4: maessig"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",5,"5: poor","5: schlecht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","she0100",6,"6: very poor","6: sehr schlecht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul7_EueK","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul7_EueK","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul7_EueK","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul7_EueK","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul7_EueK","yn",2,"2: no","2: nein"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",-98,"-98: don't know","-98: weiß nicht"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",1,"1: Family history (e.g. of diabetes, hypertension, congenital anomalies, genetic disorders, mental illnesses)","1: Familiäre Belastung (Diabetes, Hypertonie, Fehl-/Missbildungen, gen. Krankheiten, psych. Krankheiten)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",2,"2: Prior severe illnesses, (e.g. heart, lung, liver, kidneys, central nervous system, mental)","2: frühere eigene schwere Erkrankungen (z.B. Herz, Lunge, Leber, Nieren, ZNS, Psyche)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",3,"3: Susceptible to bleeding/thrombotic events","3: Blutungs-/Thromboseneigung"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",4,"4: Allergies, including to medications","4: Allergie, z.B. gg. Medikamente"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",5,"5: Prior blood transfusions","5: frühere Bluttransfusionen"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",6,"6: Special mental stress (e.g. family- or work-related)","6: besondere psychische Belastung (z.B. familiäre oder berufliche)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",7,"7: Special social stress (e.g. integration or financial issues)","7: besondere soziale Belastung (Integrationsprobleme, wirtschaftliche Probleme)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",8,"8: Rhesus incompatibility (in prior pregnancies)","8: Rhesus-Inkompatibilität (bei vorangeg. Schwangersch.)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",9,"9: Diabetes mellitus","9: Diabetes mellitus"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",10,"10: Obesity","10: Adipositas"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",11,"11: Microsomia / small stature","11: Kleinwuchs"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",12,"12: Skeletal abnormalities","12: Skelettanomalien"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",13,"13: Under 18 years of age","13: Schwangere unter 18 Jahren"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",14,"14: Over 35 years of age","14: Schwangere über 35 Jahren"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",15,"15: Multipara (more than 4 children)","15: Vielgebärende (mehr als 4 Kinder)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",16,"16: History of fertility treatment","16: Z. n. Sterilitätsbehandlung"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",17,"17: History of preterm birth (before the end of week 37)","17: Z. n. Frühgeburt (vor Ende der 37. SSW)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",18,"18: History of low-birth-weight infant","18: Z. n. Mangelgeburt"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",19,"19: History of 2 or more miscarriages/abortions","19: Z. n. 2 oder mehr Fehlgeburten/Aborten/Abbrüchen"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",20,"20: History of previous stillbirth or neonatal death or baby with serious medical problems/impairment","20: Totes/geschädigtes Kind in der Anamnese"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",21,"21: Complications during prior births","21: Komplikationen bei vorausgegangenen Entbindungen"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",22,"22: Complications post partum/in puerperium","22: Komplikationen post partum"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",23,"23: History of Caesarian section","23: Z. n. Sectio"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",24,"24: History of other uterine surgery","24: Z. n. anderen Uterusoperationen"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",25,"25: Pregnancies in quick succession (less than 1 year)","25: rasche Schwangerschaftsfolge (weniger als 1 Jahr)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",26,"26: Other special circumstances","26: andere Besonderheiten"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",27,"27: General illnesses requiring treatment","27: behandlungsbedürftige Allgemeinerkrankungen"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",28,"28: Long-term medication","28: Dauermedikation"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",29,"29: Substance abuse","29: Abusus"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",30,"30: Exceptional mental stress","30: besondere psychische Belastung"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",31,"31: Exceptional social stress","31: besondere soziale Belastung"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",32,"32: Bleeding before 28th week","32: Blutungen vor der 28. SSW"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",33,"33: Bleeding after 28th Week","33: Blutungen nach der 28. SSW"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",34,"34: Placenta praevia","34: Placenta praevia"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",35,"35: Multiple pregnancy","35: Mehrlingsschwangerschaft"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",36,"36: Polyhydramnios","36: Hydramnion"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",37,"37: Oligohydramnios","37: Oligohydramnie"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",38,"38: Uncertain expected date of delivery","38: Terminunklarheit"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",39,"39: Placental insufficiency","39: Placentainsuffizienz"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",40,"40: Cervical insufficiency","40: Isthmozervikale Insuffizienz"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",41,"41: Preterm labor","41: vorzeitige Wehentätigkeit"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",42,"42: Anaemia","42: Anämie"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",43,"43: Urinary tract infection","43: Harnwegsinfektion"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",44,"44: Antenatal antibody screening positive","44: indirekter Coombstest positiv"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",45,"45: Risk due to other serological findings","45: Risiko aus anderen serologischen Befunden"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",46,"46: Hypertension (blood pressure over 140/90)","46: Hypertonie (Blutdruck über 140/90)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",47,"47: Urinalysis for protein 1% (1000mg/l) or more","47: Eiweißausscheidung 1 Promille (entspr. 1000 mg/l) o. mehr"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",48,"48: Moderate – severe oedema","48: Mittelgradige - schwere Ödeme"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",49,"49: Hypotension","49: Hypotonie"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",50,"50: Gestational diabetes","50: Gestationsdiabetes"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",51,"51: Abnormal engagement of fetal head","51: Einstellungs-/Lageanomalie"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",52,"52: Other special findings","52: andere Besonderheiten"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",53,"53: Hyperemesis","53: Hyperemesis"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",54,"54: History of HELLP-syndrome","54: Z. n. HELLP-Syndrom"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",55,"55: History of eclampsia","55: Z. n. Eklampsie"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","frisk",56,"56: History of hypertension","56: Z. n. Hypertonie"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","mis",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","mis",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","mis",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","sex",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","sex",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","sex",1,"1: male","1: maennlich"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","sex",2,"2: female","2: weiblich"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","yn",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","yn",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","yn",-96,"-96: I can't remember","-96: ich kann mich nicht erinnern"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","yn",1,"1: yes","1: ja"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","yn",2,"2: no","2: nein"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1000",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1000",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1000",1,"1: enrolled in school","1: geht in die Schule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1000",2,"2: not enrolled in school anymore","2: geht nicht mehr in die Schule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1000",3,"3: not enrolled in school yet - no report card","3: geht noch nicht in die Schule - kein Zeugnis vorhanden"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",1,"1: primary school","1: Grundschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",2,"1: lower secondary school","2: Hauptschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",3,"2: intermediate level secondary school","3: Realschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",4,"3: integrated lower and intermediate level secondary school","4: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",5,"4: higher secondary school","5: Gymnasium (auch Kolleg)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",6,"5: comprehensive secondary school","6: Gesamtschule (auch integrierte Schule)"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",7,"6: school for handicaped children","7: Sonderschule/Förderschule"
"twinlife","twinlife-2014-F2F_Modul9_Zeugnis","cer1700",8,"7: other school, such as","8: andere Schule, und zwar"
