"study","questionnaire","question","item","number","concept","text","text_de","instruction","instruction_de","answer_list","scale","filter","goto","label","template.id","range","scripternotes","old.template.id","dataset","var_fix","description","description_de"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100u","10",666,,". . . gets on better with adults than with other children.",". . . kommt besser mit Erwachsenen aus als mit anderen Kindern.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","11",667,,". . . restless, overactive; cannot stay still for long.",". . . ist unruhig, ueberaktiv, kann nicht lange stillsitzen.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","12",668,,". . . is constantly fidgeting or squirming.",". . . ist staendig zappelig.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","13",669,,". . . is easily distracted, concentration wanders.",". . . ist leicht ablenkbar, unkonzentriert.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","14",670,,". . . thinks things out before acting",". . . denkt nach, bevor er/sie handelt.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","15",671,,". . . sees tasks through to the end, has good attention span.",". . . fuehrt Aufgaben zu Ende; gute Konzentrationsspanne.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","16",672,,". . . often has temper tantrums or hot tempers.",". . . hat oft Wutanfaelle; ist aufbrausend.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","17",673,,". . . is generally obedient, usually does what adults request.",". . . ist im Allgemeinen folgsam; macht meist, was Erwachsene verlangen.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","18",674,,". . . often fights with other children or bullies them.",". . . streitet sich oft mit anderen Kindern oder schikaniert sie.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","19",675,,". . . often lies or cheats.",". . . luegt oder mogelt haeufig.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100u","20",676,,". . . steals from home, school or elsewhere.",". . . stiehlt zu Hause, in der Schule oder anderswo.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s",,677,,"[name of child] . . .","[Name des Kindes] ...",,,,"txt","poc0200s >= 4 & poc0200s <= 9",,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","1",678,,". . . often complains of headaches, stomach-aches or sickness.",". . . klagt haeufig ueber Kopfschmerzen, Bauchschmerzen oder Uebelkeit.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","2",679,,". . . has many worries, often seems worried.",". . . hat viele Sorgen; erscheint haeufig bedrueckt.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","3",680,,". . . is often unhappy, down-hearted or tearful.",". . . ist oft ungluecklich oder niedergeschlagen; weint haeufig.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","4",681,,". . . is nervous or clingy in new situations, easily loses confidence.",". . . ist nervoes oder anklammernd in neuen Situationen; verliert leicht das Selbstvertrauen.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","5",682,,". . . has many fears, easily scared.",". . . hat viele Aengste; fuerchtet sich leicht.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","6",683,,". . . is rather solitary, tends to play alone.",". . . ist Einzelgaenger; spielt meist alleine.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","7",684,,". . . has at least one good friend.",". . . hat einen oder mehrere gute Freunde oder Freundinnen.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","8",685,,". . . is generally liked by other children.",". . . ist im Allgemeinen bei anderen Kindern beliebt.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","9",686,,". . . is picked on or bullied by other children.",". . . wird von anderen gehaenselt oder schikaniert.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","int0100s","10",687,,". . . gets on better with adults than with other children.",". . . kommt besser mit Erwachsenen aus als mit anderen Kindern.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","11",688,,". . . restless, overactive; cannot stay still for long.",". . . ist unruhig, ueberaktiv, kann nicht lange stillsitzen.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","12",689,,". . . is constantly fidgeting or squirming.",". . . ist staendig zappelig.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","13",690,,". . . is easily distracted, concentration wanders.",". . . ist leicht ablenkbar, unkonzentriert.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","14",691,,". . . thinks things out before acting",". . . denkt nach, bevor er/sie handelt.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","15",692,,". . . sees tasks through to the end, has good attention span.",". . . fuehrt Aufgaben zu Ende; gute Konzentrationsspanne.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","16",693,,". . . often has temper tantrums or hot tempers.",". . . hat oft Wutanfaelle; ist aufbrausend.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","17",694,,". . . is generally obedient, usually does what adults request.",". . . ist im Allgemeinen folgsam; macht meist, was Erwachsene verlangen.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","18",695,,". . . often fights with other children or bullies them.",". . . streitet sich oft mit anderen Kindern oder schikaniert sie.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","19",696,,". . . often lies or cheats.",". . . luegt oder mogelt haeufig.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul7_EueK","ext0100s","20",697,,". . . steals from home, school or elsewhere.",". . . stiehlt zu Hause, in der Schule oder anderswo.",,,"apl3","cat",,,,,,,,,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130","Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1000",,1,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1301 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1099",,2,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","cat","nbi1301 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1100",,3,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1301 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1199",,4,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","cat","nbi1301 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1200",,5,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1301 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1299",,6,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","cat","nbi1301 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1300",,7,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi1301",,8,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0100",,9,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0102",,10,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0103",,11,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0104",,12,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0105",,13,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0106",,14,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0107",,15,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108",,16,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"txt","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108","1",17,,"U1: risk number 1","U1: Risikonummer 1",,,"frisk","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108","2",18,,"U1: risk number 2","U1: Risikonummer 2",,,"frisk","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108","3",19,,"U1: risk number 3","U1: Risikonummer 3",,,"frisk","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108","4",20,,"U1: risk number 4","U1: Risikonummer 4",,,"frisk","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108","5",21,,"U1: risk number 5","U1: Risikonummer 5",,,"frisk","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0108","6",22,,"U1: risk number 6","U1: Risikonummer 6",,,"frisk","cat",,,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0114",,23,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0115",,24,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0116",,25,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0117",,26,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0118",,27,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0119",,28,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,,"chr","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0200",,29,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"yn","cat","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
"twinlife","twinlife-2014-F2F_Modul8_UHeft","nbi0201",,30,,"Interviewer: Please record:","Interviewer: Bitte eintragen:",,,"mis","int","nbi1300 == 1",,,,,,,,,"Item developed for TwinLife (form to fill-in on the basis of U-Heft)","Fuer TwinLife entwickeltes Item (Eingabemaske zur Uebertragung der Informationen aus dem U-Heft)"
