study_name,questionnaire_name,question_name,item,number,concept,text,text_de,instruction,instruction_de,answer_list,scale,filter,goto,label,variable_description,variable_description_de,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,answer_list_name,item_name
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1202,,129,,Have you been smoking often (i.e. more than once or twice)?,Hast Du schon oefter geraucht (d.h. mehr als ein- bis zweimal)?,,,yn,cat,del1200 == 1,,,,,,,,,,,,,,,,,yn,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1203,,130,,How often do you smoke?,Wie oft rauchst Du?,,,del1203,cat,del1202 == 1,,,,,,,,,,,,,,,,,del1203,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1204,,131,,When you smoke, do you tend to do that alone or together with a group or respectively did you tend to do that alone or with a group?,Wenn Du rauchst, rauchst Du dann in der Regel alleine oder zusammen mit Freunden bzw. hast Du das in der Regel alleine oder mit einer Gruppe zusammen gemacht?,,,del0202,cat,del1202 == 1,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1300,,132,,Have you ever drunk alcohol?,Hast Du schon einmal Alkohol getrunken?,,,yn,cat,age < 16 & age > 9,,,,,,,,,,,,,,,,,yn,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1301,,133,,if yes: How old were you when you drank alcohol for the first time?,Wie alt warst Du, als Du zum ersten Mal Alkohol getrunken hast?,,,mis,cat,del1300 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1302,,134,,Have you been drinking alcohol often (i.e. more than once or twice)?,Hast Du schon oefter Alkohol getrunken (d.h. bisher mehr als ein- oder zweimal)?,,,yn,cat,del1300 == 1,,,,,,,,,,,,,,,,,yn,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1303,,135,,When you drink aldohol, do you tend to do that alone or together with a group or respectively did you tend to do that alone or with a group?,Wenn Du trinkst, trinkst Du dann in der Regel alleine oder zusammen mit Freunden bzw. hast Du das in der Regel alleine oder mit einer Gruppe zusammen gemacht?,,,del0202,cat,del1302 == 1,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1304,,136,,Have you ever been really drunk?,Warst Du schon einmal richtig betrunken?,,,yn,cat,del1302 == 1,,,,,,,,,,,,,,,,,yn,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1305,,137,,How old were you when you were properly drunk for the first time?,Wie alt warst Du, als Du zum ersten Mal richtig betrunken warst?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1306,,138,,"When, in your view, you drink ""a lot"" on a day or evening, how much do you drink then?",Wenn Du an einem Tag oder Abend Deiner Meinung nach ﾄvielﾓ trinkst, wieviel trinkst Du dann?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1307,,139,,"When, in your view, you drink ""a lot"" on a day or evening, how much do you drink then?",Wenn Du an einem Tag oder Abend Deiner Meinung nach ﾄvielﾓ trinkst, wieviel trinkst Du dann?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1308,,140,,"When, in your view, you drink ""a lot"" on a day or evening, how much do you drink then?",Wenn Du an einem Tag oder Abend Deiner Meinung nach ﾄvielﾓ trinkst, wieviel trinkst Du dann?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1316,,141,,"When, in your view, you drink ""a lot"" on a day or evening, how much do you drink then?",Wenn Du an einem Tag oder Abend Deiner Meinung nach ﾄvielﾓ trinkst, wieviel trinkst Du dann?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1317,,142,,"When, in your view, you drink ""a lot"" on a day or evening, how much do you drink then?",Wenn Du an einem Tag oder Abend Deiner Meinung nach ﾄvielﾓ trinkst, wieviel trinkst Du dann?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1318,,143,,"When, in your view, you drink ""a lot"" on a day or evening, how much do you drink then?",Wenn Du an einem Tag oder Abend Deiner Meinung nach ﾄvielﾓ trinkst, wieviel trinkst Du dann?,,,mis,cat,del1304 == 1,,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1309,,144,,"How often does it happen that you drink ""a lot""?","Wie haeufig kommt es vor, dass Du ""viel"" trinkst?",,,del1309,cat,del1304 == 1,,,,,,,,,,,,,,,,,del1309,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1400,,145,,Have you ever beaten someone or kicked someone in a way that you hurt the other person, but without using a weapon or another object? We do not mean here situations when you just scuffle with someone for the fun of it.,Alter 10 bis 15 Jahre: Hast Du schon einmal einen anderen Menschen bei einer Schlaegerei verletzt? Damit meinen wir nicht solche Situationen, in denen Jugendliche nur aus Spass miteinander raufen. / Alter 16 bis 17 Jahre: Haben Sie schon einmal einen anderen Menschen bei einer Schlaegerei verletzt? Damit meinen wir nicht solche Situationen, in denen Jugendliche nur aus Spass miteinander raufen. / Alter ab 18 Jahren: Haben Sie jemals jemanden so geschlagen oder getreten, dass er verletzt wurde, aber ohne eine Waffe oder einen anderen Gegenstand zu benutzen? Damit meinen wir jedoch nicht solche Situationen, bei denen man nur aus Spass miteinander rauft.,,,yn,cat,,,,,,,,,,,, in denen jugendliche nur aus spass miteinander raufen. / alter ab 18 jahren: haben sie jemals jemanden so geschlagen oder getreten,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1401,,146,,This is about beating up someone: if yes: How often did this happen in the last 12 months?,Es geht um: Verletzung anderer bei Schlaegerei: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1400 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1402,,147,,This is about beating up someone: if yes: Do you tend to do that alone or together with a group or respectively did you tend to do that alone or with a group?,Es geht um: Verletzung anderer bei Schlaegerei: Alter 10 bis 15 Jahre: Machst Du das in der Regel alleine oder mit einer Gruppe zusammen bzw. hast Du das in der Regel alleine oder mit einer Gruppe zusammen gemacht? / Alter ab 16 Jahren: Machen Sie das in der Regel alleine oder mit einer Gruppe zusammen bzw. haben Sie das in der Regel alleine oder mit einer Gruppe zusammen gemacht?,,,del0202,cat,del1400 == 1,,,,,,,,,,,,,,,,,del0202,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1500,,148,,Have you ever taken drugs (e.g. Marijuana, hashish, exstacy, cocain etc.)? We do not mean cigarettes or alcohol here./ Have you ever taken or smoked drugs like Ecstasy, hashish,marijuana, heroin, cocaine etc. (alcohol and cigarettes are not meant here)?,Alter 10 bis 15 Jahre: Hast Du schon einmal Drogen genommen (z.B. Marihuana, Haschisch, Ecstasy, Kokain usw.)? Zigaretten und Alkohol meinen wir hier nicht. / Alter 16 bis 17 Jahre: Haben Sie schon einmal Drogen genommen (z.B. Marihuana, Haschisch, Ecstasy, Kokain usw.)? Zigaretten und Alkohol meinen wir hier nicht. / Alter ab 18 Jahren: Haben Sie jemals Drogen wie Haschisch, Marihuana, Ecstasy, Heroin, Kokain usw. genommen oder geraucht (Alkohol und Zigaretten sind hier nicht gemeint)?,,,yn,cat, hashish,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1501,,149,,This is about: Taking drugs: if yes: How often did this happen in the last 12 months?,Es geht um: Drogen nehmen: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1500 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1502,,150,,This is about: Taking drugs: How old were you when you took drugs for the first time?,Es geht um: Drogen nehmen: Alter 10 bis 15 Jahre: Wie alt warst Du, als Du zum ersten Mal Drogen genommen hast? / Alter ab 16 Jahren: Wie alt waren Sie, als Sie zum ersten Mal Drogen genommen haben?,,,mis,cat,del1500 == 1,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1503,,151,,This is about: Taking drugs: if yes: Do you tend to do that alone or together with a group or respectively did you tend to do that alone or with a group?,Es geht um: Drogen nehmen: Alter 10 bis 15 Jahre: Machst Du das in der Regel alleine oder mit einer Gruppe zusammen bzw. hast Du das in der Regel alleine oder mit einer Gruppe zusammen gemacht? / Alter ab 16 Jahren: Machen Sie das in der Regel alleine oder mit einer Gruppe zusammen bzw. haben Sie das in der Regel alleine oder mit einer Gruppe zusammen gemacht?,,,del0202,cat,del1500 == 1,,,,,,,,,,,,,,,,,del0202,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1600,,152,,Have you ever driven a vehicle (car, motor bike, moped) even though you did not have the required driving licence for it?,Alter 10 bis 15 Jahre: Bist Du schon einmal mit einem Kraftfahrzeug (Auto, Motorrad, Moped) gefahren, obwohl Du den hierfuer notwendigen Fuehrerschein nicht hattest? / Alter ab 16 Jahren: Sind Sie schon einmal mit einem Kraftfahrzeug (Auto, Motorrad, Moped) gefahren, obwohl Sie den hierfuer notwendigen Fuehrerschein nicht hatten?,,,yn,cat,age > 9,,,,,,,,, motorrad,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1601,,153,,This is about driving without licence: if yes: How often did this happen in the last 12 months?,Es geht um: Fahren ohne Fuehrerschein: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1600 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1700,,154,,Have you ever driven a car, a motor bike, a scooter or moped while drunk or after the consumption of drugs?,Alter 10 bis 15 Jahre: Bist Du jemals in betrunkenem Zustand oder nach dem Konsum von Drogen Auto, Motorrad, Roller oder Mofa gefahren? / Alter ab 16 Jahren: Sind Sie jemals in betrunkenem Zustand oder nach dem Konsum von Drogen Auto, Motorrad, Roller oder Mofa gefahren?,,,yn,cat,age > 9,,,,,,,,,,, motorrad,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,del1701,,155,,This is about driving drunk or under the influence of drugs: if yes: How often did this happen in the last 12 months?,Es geht um: Fahren nach dem Konsum von Drogen oder Alkohol: Wie oft war das in den letzten 12 Monaten?,,,mis,cat,del1700 == 1,,,,,,,,,,,,,,,,,mis,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,,156,,"How often do the following things typically happen between you and your mother (name of mother)? 
Your mother shows you that she likes you.",10 bis 15 Jahre: Wie haeufig kommen folgende Dinge typischerweise zwischen Dir und Deiner Mutter [Name]vor? / 16 bis 17 Jahre: Wie haeufig kommen folgende Dinge typischerweise zwischen Ihnen und Ihrer Mutter [Name] vor? / ab 18 Jahren: Bitte denken Sie an die Zeit, in der Sie noch zu Hause gelebt haben, bzw. an die Zeit bis zu Ihrem 18. Lebensjahr. Wie haeufig kamen typischerweise folgende Dinge zwischen Ihnen und Ihrer Mutter [Name] vor?,,,fre5,txt,(ptyp == 1 | ptyp == 2 | ptyp == 200) & age > 9 & age < 16,,,,,,,,,,,,,,,,
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,1.0,157,,parenting style mother: shows affection,10 bis 15 Jahre: Deine Mutter zeigt Dir, dass sie Dich gerne hat. / 16 bis 17 Jahre: Ihre Mutter zeigt Ihnen mit Worten und Gesten, dass sie Sie gerne hat. / ab 18 Jahren: Ihre Mutter zeigte Ihnen mit Worten und Gesten, dass sie Sie gerne hat.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sie gerne hat.,1.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,2.0,158,,parenting style mother: shows affection,10 bis 15 Jahre: Deine Mutter zeigt Dir, dass sie Dich gerne hat. / 16 bis 17 Jahre: Ihre Mutter zeigt Ihnen mit Worten und Gesten, dass sie Sie gerne hat. / ab 18 Jahren: Ihre Mutter zeigte Ihnen mit Worten und Gesten, dass sie Sie gerne hat.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sie gerne hat.,2.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,3.0,159,,parenting style mother: shows affection,10 bis 15 Jahre: Deine Mutter zeigt Dir, dass sie Dich gerne hat. / 16 bis 17 Jahre: Ihre Mutter zeigt Ihnen mit Worten und Gesten, dass sie Sie gerne hat. / ab 18 Jahren: Ihre Mutter zeigte Ihnen mit Worten und Gesten, dass sie Sie gerne hat.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sie gerne hat.,3.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,4.0,160,,parenting style mother: praises,10 bis 15 Jahre: Deine Mutter lobt Dich. / 16 bis 17 Jahre: Ihre Mutter lobt Sie. / ab 18 Jahren: Ihre Mutter lobte Sie.,,,fre5,cat,,,,,,,,,,,,,,,,,,fre5,4.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,5.0,161,,parenting style mother: praises,10 bis 15 Jahre: Deine Mutter lobt Dich. / 16 bis 17 Jahre: Ihre Mutter lobt Sie. / ab 18 Jahren: Ihre Mutter lobte Sie.,,,fre5,cat,,,,,,,,,,,,,,,,,,fre5,5.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,6.0,162,,parenting style mother: praises,10 bis 15 Jahre: Deine Mutter lobt Dich. / 16 bis 17 Jahre: Ihre Mutter lobt Sie. / ab 18 Jahren: Ihre Mutter lobte Sie.,,,fre5,cat,,,,,,,,,,,,,,,,,,fre5,6.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,7.0,163,,parenting style mother: cheers up,10 bis 15 Jahre: Deine Mutter troestet Dich, wenn Du traurig bist. / 16 bis 17 Jahre: Ihre Mutter troestet Sie, wenn Sie traurig sind. / ab 18 Jahren: Ihre Mutter troestete Sie, wenn Sie traurig waren.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie traurig waren.,7.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,8.0,164,,parenting style mother: cheers up,10 bis 15 Jahre: Deine Mutter troestet Dich, wenn Du traurig bist. / 16 bis 17 Jahre: Ihre Mutter troestet Sie, wenn Sie traurig sind. / ab 18 Jahren: Ihre Mutter troestete Sie, wenn Sie traurig waren.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie traurig waren.,8.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,9.0,165,,parenting style mother: cheers up,10 bis 15 Jahre: Deine Mutter troestet Dich, wenn Du traurig bist. / 16 bis 17 Jahre: Ihre Mutter troestet Sie, wenn Sie traurig sind. / ab 18 Jahren: Ihre Mutter troestete Sie, wenn Sie traurig waren.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie traurig waren.,9.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,10.0,166,,parenting style mother: supports,10 bis 15 Jahre: Deine Mutter unterstuetzt Dich, wenn Du ein Problem hast. / 16 bis 17 Jahre: Ihre Mutter unterstuetzt Sie, wenn Sie ein Problem haben. / ab 18 Jahren: Ihre Mutter unterstuetzte Sie, wenn Sie ein Problem hatten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie ein problem hatten.,10.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,11.0,167,,parenting style mother: supports,10 bis 15 Jahre: Deine Mutter unterstuetzt Dich, wenn Du ein Problem hast. / 16 bis 17 Jahre: Ihre Mutter unterstuetzt Sie, wenn Sie ein Problem haben. / ab 18 Jahren: Ihre Mutter unterstuetzte Sie, wenn Sie ein Problem hatten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie ein problem hatten.,11.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,12.0,168,,parenting style mother: supports,10 bis 15 Jahre: Deine Mutter unterstuetzt Dich, wenn Du ein Problem hast. / 16 bis 17 Jahre: Ihre Mutter unterstuetzt Sie, wenn Sie ein Problem haben. / ab 18 Jahren: Ihre Mutter unterstuetzte Sie, wenn Sie ein Problem hatten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie ein problem hatten.,12.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,13.0,169,,parenting style mother: punishes,10 bis 15 Jahre: Deine Mutter bestraft Dich, wenn Du etwas gegen ihren Willen tust. / 16 bis 17 Jahre: Ihre Mutter bestraft Sie, wenn Sie etwas gegen ihren Willen tun. / ab 18 Jahren: Ihre Mutter bestrafte Sie, wenn Sie etwas gegen ihren Willen taten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas gegen ihren willen taten.,13.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,14.0,170,,parenting style mother: punishes,10 bis 15 Jahre: Deine Mutter bestraft Dich, wenn Du etwas gegen ihren Willen tust. / 16 bis 17 Jahre: Ihre Mutter bestraft Sie, wenn Sie etwas gegen ihren Willen tun. / ab 18 Jahren: Ihre Mutter bestrafte Sie, wenn Sie etwas gegen ihren Willen taten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas gegen ihren willen taten.,14.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,15.0,171,,parenting style mother: punishes,10 bis 15 Jahre: Deine Mutter bestraft Dich, wenn Du etwas gegen ihren Willen tust. / 16 bis 17 Jahre: Ihre Mutter bestraft Sie, wenn Sie etwas gegen ihren Willen tun. / ab 18 Jahren: Ihre Mutter bestrafte Sie, wenn Sie etwas gegen ihren Willen taten.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas gegen ihren willen taten.,15.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,16.0,172,,parenting style mother: is disappointed of bad behaviour,10 bis 15 Jahre: Deine Mutter ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast. / 16 bis 17 Jahre: Ihre Mutter ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. / ab 18 Jahren: Ihre Mutter war enttaeuscht und traurig, wenn Sie sich schlecht benommen haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie sich schlecht benommen haben.,16.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,17.0,173,,parenting style mother: is disappointed of bad behaviour,10 bis 15 Jahre: Deine Mutter ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast. / 16 bis 17 Jahre: Ihre Mutter ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. / ab 18 Jahren: Ihre Mutter war enttaeuscht und traurig, wenn Sie sich schlecht benommen haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie sich schlecht benommen haben.,17.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,18.0,174,,parenting style mother: is disappointed of bad behaviour,10 bis 15 Jahre: Deine Mutter ist enttaeuscht und traurig, wenn Du Dich schlecht benommen hast. / 16 bis 17 Jahre: Ihre Mutter ist enttaeuscht und traurig, wenn Sie sich schlecht benommen haben. / ab 18 Jahren: Ihre Mutter war enttaeuscht und traurig, wenn Sie sich schlecht benommen haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie sich schlecht benommen haben.,18.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,19.0,175,,parenting style mother: demands obedience,10 bis 15 Jahre: Deine Mutter gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. / 16 bis 17 Jahre: Ihre Mutter gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. / ab 18 Jahren: Ihre Mutter gab Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollten.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sich ihren anordnungen nicht widersetzen sollten.,19.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,20.0,176,,parenting style mother: demands obedience,10 bis 15 Jahre: Deine Mutter gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. / 16 bis 17 Jahre: Ihre Mutter gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. / ab 18 Jahren: Ihre Mutter gab Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollten.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sich ihren anordnungen nicht widersetzen sollten.,20.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,21.0,177,,parenting style mother: demands obedience,10 bis 15 Jahre: Deine Mutter gibt Dir zu verstehen, dass Du Dich ihren Anordnungen nicht widersetzen sollst. / 16 bis 17 Jahre: Ihre Mutter gibt Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollen. / ab 18 Jahren: Ihre Mutter gab Ihnen zu verstehen, dass Sie sich ihren Anordnungen nicht widersetzen sollten.,,,fre5,cat,,,,,,,,,,,,,,, dass sie sich ihren anordnungen nicht widersetzen sollten.,21.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,22.0,178,,parenting style mother: yells at misbehaviour,10 bis 15 Jahre: Deine Mutter schreit Dich an, wenn Du etwas falschgemacht hast. / 16 bis17 Jahre: Ihre Mutter schreit Sie an, wenn Sie etwas falschgemacht haben. / ab 18 Jahren: Ihre Mutter schrie Sie an, wenn Sie etwas falschgemacht haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas falschgemacht haben.,22.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,23.0,179,,parenting style mother: yells at misbehaviour,10 bis 15 Jahre: Deine Mutter schreit Dich an, wenn Du etwas falschgemacht hast. / 16 bis17 Jahre: Ihre Mutter schreit Sie an, wenn Sie etwas falschgemacht haben. / ab 18 Jahren: Ihre Mutter schrie Sie an, wenn Sie etwas falschgemacht haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas falschgemacht haben.,23.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,24.0,180,,parenting style mother: yells at misbehaviour,10 bis 15 Jahre: Deine Mutter schreit Dich an, wenn Du etwas falschgemacht hast. / 16 bis17 Jahre: Ihre Mutter schreit Sie an, wenn Sie etwas falschgemacht haben. / ab 18 Jahren: Ihre Mutter schrie Sie an, wenn Sie etwas falschgemacht haben.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie etwas falschgemacht haben.,24.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,25.0,181,,parenting style mother: rails when being in a rage,10 bis 15 Jahre: Deine Mutter beschimpft Dich, wenn sie wuetend auf Dich ist. / 16 bis 17 Jahre: Ihre Mutter beschimpft Sie, wenn sie wuetend auf Sie ist. / ab 18 Jahren: Ihre Mutter beschimpfte Sie, wenn sie wuetend auf Sie war.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie wuetend auf sie war.,25.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,26.0,182,,parenting style mother: rails when being in a rage,10 bis 15 Jahre: Deine Mutter beschimpft Dich, wenn sie wuetend auf Dich ist. / 16 bis 17 Jahre: Ihre Mutter beschimpft Sie, wenn sie wuetend auf Sie ist. / ab 18 Jahren: Ihre Mutter beschimpfte Sie, wenn sie wuetend auf Sie war.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie wuetend auf sie war.,26.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,27.0,183,,parenting style mother: rails when being in a rage,10 bis 15 Jahre: Deine Mutter beschimpft Dich, wenn sie wuetend auf Dich ist. / 16 bis 17 Jahre: Ihre Mutter beschimpft Sie, wenn sie wuetend auf Sie ist. / ab 18 Jahren: Ihre Mutter beschimpfte Sie, wenn sie wuetend auf Sie war.,,,fre5,cat,,,,,,,,,,,,,,, wenn sie wuetend auf sie war.,27.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,28.0,184,,parenting style mother: talks about new friends,10 bis 15 Jahre: Wenn Du neue Freunde hast, unterhaelt sich Deine Mutter mit Dir ueber diese Freunde. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, unterhaelt sich Ihre Mutter mit Ihnen ueber diese Freunde. / ab 18 Jahren: Wenn Sie neue Freunde hatten, unterhielt sich Ihre Mutter mit Ihnen ueber diese Freunde.,,,fre5,cat,,,,,,,,,,,,,,, unterhielt sich ihre mutter mit ihnen ueber diese freunde.,28.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,29.0,185,,parenting style mother: talks about new friends,10 bis 15 Jahre: Wenn Du neue Freunde hast, unterhaelt sich Deine Mutter mit Dir ueber diese Freunde. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, unterhaelt sich Ihre Mutter mit Ihnen ueber diese Freunde. / ab 18 Jahren: Wenn Sie neue Freunde hatten, unterhielt sich Ihre Mutter mit Ihnen ueber diese Freunde.,,,fre5,cat,,,,,,,,,,,,,,, unterhielt sich ihre mutter mit ihnen ueber diese freunde.,29.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,30.0,186,,parenting style mother: talks about new friends,10 bis 15 Jahre: Wenn Du neue Freunde hast, unterhaelt sich Deine Mutter mit Dir ueber diese Freunde. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, unterhaelt sich Ihre Mutter mit Ihnen ueber diese Freunde. / ab 18 Jahren: Wenn Sie neue Freunde hatten, unterhielt sich Ihre Mutter mit Ihnen ueber diese Freunde.,,,fre5,cat,,,,,,,,,,,,,,, unterhielt sich ihre mutter mit ihnen ueber diese freunde.,30.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,31.0,187,,parenting style mother: gets to know new friends soon,10 bis 15 Jahre: Wenn Du neue Freunde hast, lernt Deine Mutter diese auch bald kennen. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, lernt Ihre Mutter diese auch bald kennen. / ab 18 Jahren: Wenn Sie neue Freunde hatten, lernte Ihre Mutter diese auch bald kennen.,,,fre5,cat,,,,,,,,,,,,,,, lernte ihre mutter diese auch bald kennen.,31.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,32.0,188,,parenting style mother: gets to know new friends soon,10 bis 15 Jahre: Wenn Du neue Freunde hast, lernt Deine Mutter diese auch bald kennen. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, lernt Ihre Mutter diese auch bald kennen. / ab 18 Jahren: Wenn Sie neue Freunde hatten, lernte Ihre Mutter diese auch bald kennen.,,,fre5,cat,,,,,,,,,,,,,,, lernte ihre mutter diese auch bald kennen.,32.0
twinlife-panel,twinlife-panel-2014-f2f_modul4_casi,pas0100m,33.0,189,,parenting style mother: gets to know new friends soon,10 bis 15 Jahre: Wenn Du neue Freunde hast, lernt Deine Mutter diese auch bald kennen. / 16 bis 17 Jahre: Wenn Sie neue Freunde haben, lernt Ihre Mutter diese auch bald kennen. / ab 18 Jahren: Wenn Sie neue Freunde hatten, lernte Ihre Mutter diese auch bald kennen.,,,fre5,cat,,,,,,,,,,,,,,, lernte ihre mutter diese auch bald kennen.,33.0
