study_name,dataset_name,variable_name,instrument_name,question_name
twinlife,person,eca0407s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0407t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0407u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0408,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0408s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0408t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0408u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0409,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0409s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0409t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0409u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0410,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0410s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0410t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0410u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0411,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0411s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0411t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0411u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0412,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0412s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0412t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0412u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0413,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0413s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0413t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0413u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0498,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0499,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0500,twinlife-2014-F2F_Modul3_Basismodul,eca0500
twinlife,person,eca0600,twinlife-2014-F2F_Modul3_Basismodul,eca0600
twinlife,person,eca0600s,twinlife-2014-F2F_Modul6_Betreuung,eca0600s
twinlife,person,eca0600t,twinlife-2014-F2F_Modul6_Betreuung,eca0600t
twinlife,person,eca0600u,twinlife-2014-F2F_Modul6_Betreuung,eca0600u
twinlife,person,eca0700,twinlife-2014-F2F_Modul3_Basismodul,eca0700
twinlife,person,eca0700s,twinlife-2014-F2F_Modul4_CASI,eca0700s
twinlife,person,eca0700t,twinlife-2014-F2F_Modul4_CASI,eca0700t
twinlife,person,eca0700u,twinlife-2014-F2F_Modul4_CASI,eca0700u
twinlife,person,eca0701,twinlife-2014-F2F_Modul3_Basismodul,eca0701
twinlife,person,eca0701s,twinlife-2014-F2F_Modul4_CASI,eca0701s
twinlife,person,eca0701t,twinlife-2014-F2F_Modul4_CASI,eca0701t
twinlife,person,eca0701u,twinlife-2014-F2F_Modul4_CASI,eca0701u
twinlife,person,eca0800,twinlife-2014-F2F_Modul3_Basismodul,eca0800
twinlife,person,eca0801,twinlife-2014-F2F_Modul3_Basismodul,eca0801
twinlife,person,edu0100,twinlife-2014-F2F_Modul3_Basismodul,edu0100
twinlife,person,edu0100s,twinlife-2014-F2F_Modul6_Betreuung,edu0100s
twinlife,person,edu0100t,twinlife-2014-F2F_Modul6_Betreuung,edu0100t
twinlife,person,edu0100u,twinlife-2014-F2F_Modul6_Betreuung,edu0100u
twinlife,person,edu0200,twinlife-2014-F2F_Modul3_Basismodul,edu0200
twinlife,person,edu0202,twinlife-2014-F2F_Modul3_Basismodul,edu0202
twinlife,person,edu0203,twinlife-2014-F2F_Modul3_Basismodul,edu0203
twinlife,person,edu0300,twinlife-2014-F2F_Modul3_Basismodul,edu0300
twinlife,person,edu0301,twinlife-2014-F2F_Modul3_Basismodul,edu0301
twinlife,person,edu0303,twinlife-2014-F2F_Modul3_Basismodul,edu0303
twinlife,person,edu0305,twinlife-2014-F2F_Modul3_Basismodul,edu0305
twinlife,person,edu0307,twinlife-2014-F2F_Modul3_Basismodul,edu0307
twinlife,person,edu0400,twinlife-2014-F2F_Modul3_Basismodul,edu0400
twinlife,person,edu0400s,twinlife-2014-F2F_Modul6_Betreuung,edu0400s
twinlife,person,edu0400t,twinlife-2014-F2F_Modul6_Betreuung,edu0400t
twinlife,person,edu0400u,twinlife-2014-F2F_Modul6_Betreuung,edu0400u
twinlife,person,edu0402,twinlife-2014-F2F_Modul3_Basismodul,edu0402
twinlife,person,edu0402s,twinlife-2014-F2F_Modul6_Betreuung,edu0402s
twinlife,person,edu0402t,twinlife-2014-F2F_Modul6_Betreuung,edu0402t
twinlife,person,edu0402u,twinlife-2014-F2F_Modul6_Betreuung,edu0402u
twinlife,person,edu0403,twinlife-2014-F2F_Modul3_Basismodul,edu0403
twinlife,person,edu0403s,twinlife-2014-F2F_Modul6_Betreuung,edu0403s
twinlife,person,edu0403t,twinlife-2014-F2F_Modul6_Betreuung,edu0403t
twinlife,person,edu0403u,twinlife-2014-F2F_Modul6_Betreuung,edu0403u
twinlife,person,emp0100,twinlife-2014-F2F_Modul3_Basismodul,emp0100
twinlife,person,emp0200,twinlife-2014-F2F_Modul3_Basismodul,emp0200
twinlife,person,emp0300,twinlife-2014-F2F_Modul3_Basismodul,emp0300
twinlife,person,emp0400,twinlife-2014-F2F_Modul3_Basismodul,emp0400
twinlife,person,emp0501,twinlife-2014-F2F_Modul3_Basismodul,emp0501
twinlife,person,emp0600,twinlife-2014-F2F_Modul3_Basismodul,emp0600
twinlife,person,emp0601,twinlife-2014-F2F_Modul3_Basismodul,emp0601
twinlife,person,emp0602,twinlife-2014-F2F_Modul3_Basismodul,emp0602
twinlife,person,emp0603,twinlife-2014-F2F_Modul3_Basismodul,emp0603
twinlife,person,emp0604,twinlife-2014-F2F_Modul3_Basismodul,emp0604
twinlife,person,emp0605,twinlife-2014-F2F_Modul3_Basismodul,emp0605
twinlife,person,emp0606,twinlife-2014-F2F_Modul3_Basismodul,emp0606
twinlife,person,emp0607,twinlife-2014-F2F_Modul3_Basismodul,emp0607
twinlife,person,emp0700,twinlife-2014-F2F_Modul3_Basismodul,emp0700
twinlife,person,emp0701,twinlife-2014-F2F_Modul3_Basismodul,emp0701
twinlife,person,emp0702,twinlife-2014-F2F_Modul3_Basismodul,emp0702
twinlife,person,emp0703,twinlife-2014-F2F_Modul3_Basismodul,emp0703
twinlife,person,emp0704,twinlife-2014-F2F_Modul3_Basismodul,emp0704
twinlife,person,emp0705,twinlife-2014-F2F_Modul3_Basismodul,emp0705
twinlife,person,emp0706,twinlife-2014-F2F_Modul3_Basismodul,emp0706
twinlife,person,emp0708,twinlife-2014-F2F_Modul3_Basismodul,emp0708
twinlife,person,emp0800,twinlife-2014-F2F_Modul3_Basismodul,emp0800
twinlife,person,emp0801,twinlife-2014-F2F_Modul3_Basismodul,emp0801
twinlife,person,emp0802,twinlife-2014-F2F_Modul3_Basismodul,emp0802
twinlife,person,emp0803,twinlife-2014-F2F_Modul3_Basismodul,emp0803
twinlife,person,emp0804,twinlife-2014-F2F_Modul3_Basismodul,emp0804
twinlife,person,emp0900,twinlife-2014-F2F_Modul3_Basismodul,emp0900
twinlife,person,emp0901,twinlife-2014-F2F_Modul3_Basismodul,emp0900
twinlife,person,emp0902,twinlife-2014-F2F_Modul3_Basismodul,emp0900
twinlife,person,emp0903,twinlife-2014-F2F_Modul3_Basismodul,emp0900
twinlife,person,emp0998,twinlife-2014-F2F_Modul3_Basismodul,emp0900
twinlife,person,emp0999,twinlife-2014-F2F_Modul3_Basismodul,emp0900
twinlife,person,emp1000,twinlife-2014-F2F_Modul3_Basismodul,emp1000
twinlife,person,emp1001,twinlife-2014-F2F_Modul3_Basismodul,emp1001
twinlife,person,emp1002,twinlife-2014-F2F_Modul3_Basismodul,emp1002
twinlife,person,emp1100,twinlife-2014-F2F_Modul3_Basismodul,emp1100
twinlife,person,emp1200,twinlife-2014-F2F_Modul3_Basismodul,emp1200
twinlife,person,ext0100,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0100s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0100t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0100u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0101,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0101s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0101t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0101u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0102,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0102s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0102t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0102u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0103,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0103s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0103t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0103u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0104,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0104s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0104t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0104u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0105,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0105s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0105t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0105u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0106,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0106s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0106t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0106u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0107,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0107s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0107t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0107u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0108,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0108s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0108t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0108u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,ext0109,twinlife-2014-F2F_Modul4_CASI,ext0100
twinlife,person,ext0109s,twinlife-2014-F2F_Modul7_EueK,ext0100s
twinlife,person,ext0109t,twinlife-2014-F2F_Modul7_EueK,ext0100t
twinlife,person,ext0109u,twinlife-2014-F2F_Modul7_EueK,ext0100u
twinlife,person,fam0100,twinlife-2014-F2F_Modul3_Basismodul,fam0100
twinlife,person,fam0200,twinlife-2014-F2F_Modul3_Basismodul,fam0200
twinlife,person,fam0300,twinlife-2014-F2F_Modul3_Basismodul,fam0300
twinlife,person,fil0100s,twinlife-2014-F2F_Modul4_CASI,fil0100s
twinlife,person,fil0100t,twinlife-2014-F2F_Modul4_CASI,fil0100t
twinlife,person,fil0100u,twinlife-2014-F2F_Modul4_CASI,fil0100u
twinlife,person,fpr0400f,twinlife-2014-F2F_Familienprotokoll,fpr0400f
twinlife,person,fpr0400m,twinlife-2014-F2F_Familienprotokoll,fpr0400m
twinlife,person,fpr0401f,twinlife-2014-F2F_Familienprotokoll,fpr0401f
twinlife,person,fpr0401m,twinlife-2014-F2F_Familienprotokoll,fpr0401m
twinlife,person,fpr0403f,twinlife-2014-F2F_Familienprotokoll,fpr0403f
twinlife,person,fpr0403m,twinlife-2014-F2F_Familienprotokoll,fpr0403m
twinlife,person,fpr0404f,twinlife-2014-F2F_Familienprotokoll,fpr0404f
twinlife,person,fpr0404m,twinlife-2014-F2F_Familienprotokoll,fpr0404m
twinlife,person,fpr0405f,twinlife-2014-F2F_Familienprotokoll,fpr0405f
twinlife,person,fpr0405m,twinlife-2014-F2F_Familienprotokoll,fpr0405m
twinlife,person,fpr0406f,twinlife-2014-F2F_Familienprotokoll,fpr0406f
twinlife,person,fpr0406m,twinlife-2014-F2F_Familienprotokoll,fpr0406m
twinlife,person,gls0100,twinlife-2014-F2F_Modul5_CASI,gls0100
twinlife,person,gls0200,twinlife-2014-F2F_Modul5_CASI,gls0100
twinlife,person,gls0300,twinlife-2014-F2F_Modul5_CASI,gls0100
twinlife,person,gls0400,twinlife-2014-F2F_Modul5_CASI,gls0100
twinlife,person,gls0500,twinlife-2014-F2F_Modul5_CASI,gls0100
twinlife,person,gre0100,twinlife-2014-F2F_Modul4_CASI,gre0100
twinlife,person,gre0100s,twinlife-2014-F2F_Modul7_EueK,gre0100s
twinlife,person,gre0100t,twinlife-2014-F2F_Modul7_EueK,gre0100t
twinlife,person,gre0100u,twinlife-2014-F2F_Modul7_EueK,gre0100u
twinlife,person,gre0101,twinlife-2014-F2F_Modul4_CASI,gre0100
twinlife,person,gre0101s,twinlife-2014-F2F_Modul7_EueK,gre0100s
twinlife,person,gre0101t,twinlife-2014-F2F_Modul7_EueK,gre0100t
twinlife,person,gre0101u,twinlife-2014-F2F_Modul7_EueK,gre0100u
twinlife,person,gre0102,twinlife-2014-F2F_Modul4_CASI,gre0100
twinlife,person,gre0102s,twinlife-2014-F2F_Modul7_EueK,gre0100s
twinlife,person,gre0102t,twinlife-2014-F2F_Modul7_EueK,gre0100t
twinlife,person,gre0102u,twinlife-2014-F2F_Modul7_EueK,gre0100u
twinlife,person,gre0103,twinlife-2014-F2F_Modul4_CASI,gre0100
twinlife,person,gre0103s,twinlife-2014-F2F_Modul7_EueK,gre0100s
twinlife,person,gre0103t,twinlife-2014-F2F_Modul7_EueK,gre0100t
twinlife,person,gre0103u,twinlife-2014-F2F_Modul7_EueK,gre0100u
twinlife,person,gre0104s,twinlife-2014-F2F_Modul7_EueK,gre0100s
twinlife,person,gre0104t,twinlife-2014-F2F_Modul7_EueK,gre0100t
twinlife,person,gre0104u,twinlife-2014-F2F_Modul7_EueK,gre0100u
twinlife,person,gre0105s,twinlife-2014-F2F_Modul7_EueK,gre0100s
twinlife,person,gre0105t,twinlife-2014-F2F_Modul7_EueK,gre0100t
twinlife,person,gre0105u,twinlife-2014-F2F_Modul7_EueK,gre0100u
twinlife,person,gre0300,twinlife-2014-F2F_Modul4_CASI,gre0300
twinlife,person,gre0300s,twinlife-2014-F2F_Modul7_EueK,gre0300s
twinlife,person,gre0300t,twinlife-2014-F2F_Modul7_EueK,gre0300t
twinlife,person,gre0300u,twinlife-2014-F2F_Modul7_EueK,gre0300u
twinlife,person,gre0301,twinlife-2014-F2F_Modul4_CASI,gre0300
twinlife,person,gre0301s,twinlife-2014-F2F_Modul7_EueK,gre0300s
twinlife,person,gre0301t,twinlife-2014-F2F_Modul7_EueK,gre0300t
twinlife,person,gre0301u,twinlife-2014-F2F_Modul7_EueK,gre0300u
twinlife,person,gre0302,twinlife-2014-F2F_Modul4_CASI,gre0300
twinlife,person,gre0302s,twinlife-2014-F2F_Modul7_EueK,gre0300s
twinlife,person,gre0302t,twinlife-2014-F2F_Modul7_EueK,gre0300t
twinlife,person,gre0302u,twinlife-2014-F2F_Modul7_EueK,gre0300u
twinlife,person,gre0303,twinlife-2014-F2F_Modul4_CASI,gre0300
twinlife,person,gre0303s,twinlife-2014-F2F_Modul7_EueK,gre0300s
twinlife,person,gre0303t,twinlife-2014-F2F_Modul7_EueK,gre0300t
twinlife,person,gre0303u,twinlife-2014-F2F_Modul7_EueK,gre0300u
twinlife,person,gre0304s,twinlife-2014-F2F_Modul7_EueK,gre0300s
twinlife,person,gre0304t,twinlife-2014-F2F_Modul7_EueK,gre0300t
twinlife,person,gre0304u,twinlife-2014-F2F_Modul7_EueK,gre0300u
twinlife,person,gre0305s,twinlife-2014-F2F_Modul7_EueK,gre0300s
twinlife,person,gre0305t,twinlife-2014-F2F_Modul7_EueK,gre0300t
twinlife,person,gre0305u,twinlife-2014-F2F_Modul7_EueK,gre0300u
twinlife,person,gre0400,twinlife-2014-F2F_Modul4_CASI,gre0400
twinlife,person,gre0401,twinlife-2014-F2F_Modul4_CASI,gre0400
twinlife,person,gre0402,twinlife-2014-F2F_Modul4_CASI,gre0400
twinlife,person,gre0403,twinlife-2014-F2F_Modul4_CASI,gre0400
twinlife,person,gre0500,twinlife-2014-F2F_Modul4_CASI,gre0500
twinlife,person,gre0501,twinlife-2014-F2F_Modul4_CASI,gre0500
twinlife,person,gre0502,twinlife-2014-F2F_Modul4_CASI,gre0500
twinlife,person,gre0503,twinlife-2014-F2F_Modul4_CASI,gre0500
twinlife,person,hbe0100,twinlife-2014-F2F_Modul5_CASI,hbe0100
twinlife,person,hbe0101,twinlife-2014-F2F_Modul5_CASI,hbe0101
twinlife,person,hbe0102,twinlife-2014-F2F_Modul5_CASI,hbe0102
twinlife,person,hbe0200,twinlife-2014-F2F_Modul5_CASI,hbe0200
twinlife,person,hbe0201,twinlife-2014-F2F_Modul5_CASI,hbe0201
twinlife,person,hbe0202,twinlife-2014-F2F_Modul5_CASI,hbe0202
twinlife,person,hbe0210,twinlife-2014-F2F_Modul5_CASI,hbe0210
twinlife,person,hbe0220,twinlife-2014-F2F_Modul5_CASI,hbe0220
twinlife,person,hbe0230,twinlife-2014-F2F_Modul5_CASI,hbe0230
twinlife,person,hbe0240,twinlife-2014-F2F_Modul5_CASI,hbe0240
twinlife,person,hbe0241,twinlife-2014-F2F_Modul5_CASI,hbe0240
twinlife,person,hbe0242,twinlife-2014-F2F_Modul5_CASI,hbe0240
twinlife,person,hbe0250,twinlife-2014-F2F_Modul5_CASI,hbe0250
twinlife,person,hbe0300,twinlife-2014-F2F_Modul5_CASI,hbe0300
twinlife,person,hbe0400,twinlife-2014-F2F_Modul5_CASI,hbe0400
twinlife,person,hbe0500s,twinlife-2014-F2F_Modul7_EueK,hbe0500s
twinlife,person,hbe0500t,twinlife-2014-F2F_Modul7_EueK,hbe0500t
twinlife,person,hbe0500u,twinlife-2014-F2F_Modul7_EueK,hbe0500u
twinlife,person,hoe0100,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0101,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0200,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0201,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0300,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0301,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0400,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0401,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0500,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0501,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0600,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hoe0601,twinlife-2014-F2F_Modul4_CASI,hoe0100
twinlife,person,hpr0101,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0102,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0103,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0104,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0105,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0106,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0107,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0108,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0109,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0110,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0111,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0112,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0113,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0114,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0115,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0116,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0120,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0198,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,hpr0199,twinlife-2014-F2F_Haushaltsfragebogen,hpr0101
twinlife,person,imo0100,twinlife-2014-F2F_Modul3_Basismodul,spa0100
twinlife,person,imo0100s,twinlife-2014-F2F_Modul4_CASI,spa0100s
twinlife,person,imo0100t,twinlife-2014-F2F_Modul4_CASI,spa0100t
twinlife,person,imo0100u,twinlife-2014-F2F_Modul4_CASI,spa0100u
twinlife,person,imo0101,twinlife-2014-F2F_Modul3_Basismodul,spa0100
twinlife,person,imo0101s,twinlife-2014-F2F_Modul4_CASI,spa0100s
twinlife,person,imo0101t,twinlife-2014-F2F_Modul4_CASI,spa0100t
twinlife,person,imo0101u,twinlife-2014-F2F_Modul4_CASI,spa0100u
twinlife,person,imo0102,twinlife-2014-F2F_Modul3_Basismodul,spa0100
twinlife,person,imo0102s,twinlife-2014-F2F_Modul4_CASI,spa0100s
twinlife,person,imo0102t,twinlife-2014-F2F_Modul4_CASI,spa0100t
twinlife,person,imo0102u,twinlife-2014-F2F_Modul4_CASI,spa0100u
twinlife,person,imo0103,twinlife-2014-F2F_Modul3_Basismodul,spa0100
twinlife,person,imo0104,twinlife-2014-F2F_Modul3_Basismodul,spa0100
twinlife,person,imo0105,twinlife-2014-F2F_Modul3_Basismodul,spa0100
twinlife,person,imo0200,twinlife-2014-F2F_Modul3_Basismodul,imo0200
twinlife,person,imo0201,twinlife-2014-F2F_Modul3_Basismodul,imo0200
twinlife,person,imo0202,twinlife-2014-F2F_Modul3_Basismodul,imo0200
twinlife,person,imo0300,twinlife-2014-F2F_Modul3_Basismodul,imo0300
twinlife,person,imo0301,twinlife-2014-F2F_Modul3_Basismodul,imo0300
twinlife,person,imo0302,twinlife-2014-F2F_Modul3_Basismodul,imo0300
twinlife,person,imo0400,twinlife-2014-F2F_Modul3_Basismodul,imo0300
twinlife,person,imo0401,twinlife-2014-F2F_Modul3_Basismodul,imo0300
twinlife,person,imo0402,twinlife-2014-F2F_Modul3_Basismodul,imo0300
twinlife,person,imo0500,twinlife-2014-F2F_Modul3_Basismodul,imo0500
twinlife,person,imo0501,twinlife-2014-F2F_Modul3_Basismodul,imo0500
twinlife,person,imo0502,twinlife-2014-F2F_Modul3_Basismodul,imo0500
twinlife,person,imo0600,twinlife-2014-F2F_Modul3_Basismodul,imo0600
twinlife,person,imo0601,twinlife-2014-F2F_Modul3_Basismodul,imo0600
twinlife,person,imo0602,twinlife-2014-F2F_Modul3_Basismodul,imo0600
twinlife,person,imo0700,twinlife-2014-F2F_Modul4_CASI,ses0100
twinlife,person,imo0701,twinlife-2014-F2F_Modul4_CASI,ses0100
twinlife,person,imo0701s,twinlife-2014-F2F_Modul4_CASI,imo0701s
twinlife,person,imo0701t,twinlife-2014-F2F_Modul4_CASI,imo0701t
twinlife,person,imo0701u,twinlife-2014-F2F_Modul4_CASI,imo0701u
twinlife,person,imo0702,twinlife-2014-F2F_Modul4_CASI,ses0100
twinlife,person,imp0100,twinlife-2014-F2F_Modul5_CASI,imp0100
twinlife,person,imp0100s,twinlife-2014-F2F_Modul7_EueK,imp0100s
twinlife,person,imp0100t,twinlife-2014-F2F_Modul7_EueK,imp0100t
twinlife,person,imp0100u,twinlife-2014-F2F_Modul7_EueK,imp0100u
twinlife,person,inc0100,twinlife-2014-F2F_Modul3_Basismodul,inc0100
twinlife,person,inc0103,twinlife-2014-F2F_Modul3_Basismodul,inc0103
twinlife,person,inc0200,twinlife-2014-F2F_Modul3_Basismodul,inc0200
twinlife,person,inc0201,twinlife-2014-F2F_Modul3_Basismodul,inc0201
twinlife,person,inc0202,twinlife-2014-F2F_Modul3_Basismodul,inc0202
twinlife,person,inc0300,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0301,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0302,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0303,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0304,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0305,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0306,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0307,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0308,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0309,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0310,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0311,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0312,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0313,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0314,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0315,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0316,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0317,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0318,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0397,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0398,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0399,twinlife-2014-F2F_Haushaltsfragebogen,inc0300
twinlife,person,inc0400,twinlife-2014-F2F_Haushaltsfragebogen,inc0400
twinlife,person,inc0403,twinlife-2014-F2F_Haushaltsfragebogen,inc0403
twinlife,person,int0100,twinlife-2014-F2F_Modul4_CASI,int0100
twinlife,person,int0100s,twinlife-2014-F2F_Modul7_EueK,int0100s
twinlife,person,int0100t,twinlife-2014-F2F_Modul7_EueK,int0100t
twinlife,person,int0100u,twinlife-2014-F2F_Modul7_EueK,int0100u
twinlife,person,int0101,twinlife-2014-F2F_Modul4_CASI,int0100
twinlife,person,int0101s,twinlife-2014-F2F_Modul7_EueK,int0100s
twinlife,person,int0101t,twinlife-2014-F2F_Modul7_EueK,int0100t
twinlife,person,int0101u,twinlife-2014-F2F_Modul7_EueK,int0100u
twinlife,person,int0102,twinlife-2014-F2F_Modul4_CASI,int0100
